loc 	survivors 
849 	69.8020902824105
852 	69.68349269883626
855 	69.52042102142168
858 	69.35734934400712
861 	69.19427766659254
864 	69.01638129123118
867 	68.80883551997628
870 	68.62352679564154
873 	68.46045511822697
876 	68.30479578978579
879 	68.15654881031799
882 	68.00830183085019
885 	67.7933437106219
888 	67.59321028834037
891 	67.41531391297903
894 	67.25965458453784
897 	67.16329404788377
900 	67.00763471944259
903 	66.81491364613446
906 	66.54065673411904
909 	66.33311096286413
912 	66.17745163442295
915 	66.00696760803498
918 	65.7845971388333
921 	65.58446371655178
924 	65.44362908605737
927 	65.19902156993551
930 	65.04336224149434
933 	64.87287821510637
936 	64.74686828255875
939 	64.561559558224
942 	64.38366318286265
945 	64.19094210955451
948 	64.02045808316656
951 	63.82032466088503
954 	63.664665332443846
957 	63.51641835297605
960 	63.405233118375214
963 	63.30146023274775
966 	63.12356385738641
969 	63.03461566970573
972 	62.88636869023794
975 	62.71588466384998
978 	62.53057593951523
981 	62.330442517233706
984 	62.159958490845746
987 	61.93017567267067
990 	61.73004225038915
993 	61.566970572974576
996 	61.36683715069305
999 	61.12964198354458
1002 	60.914683863316284
1005 	60.729375138981545
1008 	60.52924171670002
1011 	60.38099473723223
1014 	60.21792305981766
1017 	60.04002668445631
1020 	59.87695500704173
1023 	59.67682158476021
1026 	59.5433993032392
1029 	59.335853531984284
1032 	59.15054480764954
1035 	58.94299903639464
1038 	58.80957675487362
1041 	58.63909272848565
1044 	58.52049514491142
1047 	58.36483581647024
1050 	58.18693944110889
1053 	57.96456897190719
1056 	57.77926024757245
1059 	57.63101326810466
1062 	57.401230449929585
1065 	57.20850937662145
1068 	57.12697353791416
1071 	56.99355125639315
1074 	56.8156548810318
1077 	56.667407901564005
1080 	56.51174857312282
1083 	56.37832629160181
1086 	56.237491661107406
1089 	56.03735823882589
1092 	55.85204951449114
1095 	55.74827662886369
1098 	55.55555555555556
1101 	55.340597435327254
1104 	55.17752575791268
1107 	55.04410347639167
1110 	54.8810317989771
1113 	54.70313542361575
1116 	54.51041435030761
1119 	54.399229115706774
1122 	54.332517974946256
1125 	54.19909569342525
1128 	54.073085760877625
1131 	53.902601734489664
1134 	53.76176710399526
1137 	53.57645837966052
1140 	53.413386702245944
1143 	53.220665628937816
1146 	53.07241864947002
1149 	52.901934623082056
1152 	52.78333703950781
1155 	52.63509006004002
1158 	52.44978133570528
1161 	52.2941220072641
1164 	52.182936772663254
1167 	52.056926840115636
1170 	51.901267511674455
1173 	51.78266992810021
1176 	51.61218590171225
1179 	51.47876362019124
1182 	51.29345489585649
1185 	51.1452079163887
1188 	50.95989919205396
1191 	50.81906456155956
1194 	50.61151879030464
1197 	50.44844711289007
1200 	50.25572603958194
1203 	50.08524201319398
1206 	49.9295826847528
1209 	49.72203691349789
1212 	49.573789934030096
1215 	49.39589355866874
1218 	49.24023423022756
1221 	49.12904899562671
1224 	48.9956267141057
1227 	48.81031798977096
1230 	48.60277221851605
1233 	48.498999332888594
1236 	48.31369060855385
1239 	48.172855978059445
1242 	48.02460899859165
1245 	47.85412497220369
1248 	47.757764435549625
1251 	47.64657920094878
1254 	47.46127047661404
1257 	47.37232228893336
1260 	47.22407530946557
1263 	47.11289007486473
1266 	46.97205544437032
1269 	46.7719220220888
1272 	46.59402564672745
1275 	46.43836631828627
1278 	46.2678822918983
1281 	46.17893410421763
1284 	46.03068712474983
1287 	45.919501890148986
1290 	45.79349195760136
1293 	45.63783262916018
1296 	45.511822696612555
1299 	45.415462159958494
1302 	45.252390482543916
1305 	45.13379289896968
1308 	44.9781335705285
1311 	44.88177303387443
1314 	44.778000148246974
1317 	44.63716551775258
1320 	44.48150618931139
1323 	44.32584686087021
1326 	44.20724927729597
1329 	44.03676525090801
1332 	43.91075531836039
1335 	43.73285894299904
1338 	43.60684901045141
1341 	43.414127937143284
1344 	43.273293306648874
1347 	43.14728337410125
1350 	43.0435104884738
1353 	42.910088206952786
1356 	42.835964717218886
1359 	42.68771773775109
1362 	42.59135720109703
1365 	42.45052257060262
1368 	42.31710028908161
1371 	42.19850270550737
1374 	42.06508042398636
1377 	41.87235935067823
1380 	41.687050626343485
1383 	41.523978948928914
1386 	41.36090727151434
1389 	41.168186198206214
1392 	40.99028982284486
1395 	40.849455192350455
1398 	40.72344525980283
1401 	40.523311837521305
1404 	40.37506485805352
1407 	40.23423022755912
1410 	40.071158550144546
1413 	39.95997331554369
1416 	39.91549922170336
1419 	39.80431398710251
1422 	39.70054110147505
1425 	39.589355866874214
1428 	39.47075828329998
1431 	39.329923652805576
1434 	39.21873841820473
1437 	39.12237788155066
1440 	38.95930620413609
1443 	38.80364687569491
1446 	38.70728633904084
1449 	38.63316284930695
1452 	38.44044177599881
1455 	38.31443184345119
1458 	38.22548365577052
1461 	38.099473723222886
1464 	37.95863909272848
1467 	37.8029797642873
1470 	37.65473278481951
1473 	37.513898154325105
1476 	37.36565117485731
1479 	37.20999184641613
1482 	37.0839819138685
1485 	36.995033726187835
1488 	36.87643614261359
1491 	36.780075605959524
1494 	36.66889037135868
1497 	36.594766881624786
1500 	36.44651990215699
1503 	36.3723964124231
1506 	36.27603587576903
1509 	36.15002594322141
1512 	36.02401601067378
1515 	35.88318138017938
1518 	35.80164554147209
1521 	35.675635608924466
1524 	35.5792750722704
1527 	35.505151582536506
1530 	35.445852790749385
1533 	35.32725520717515
1536 	35.23830701949448
1539 	35.14935883181381
1542 	35.11229708694685
1545 	35.023348899266175
1548 	34.91957601363872
1551 	34.82321547698466
1554 	34.70461789341042
1557 	34.58602030983619
1560 	34.51189682010229
1563 	34.40812393447483
1566 	34.30435104884738
1569 	34.178341116299755
1572 	34.11904232451264
1575 	34.0004447409384
1578 	33.87443480839078
1581 	33.763249573789935
1584 	33.61500259432214
1587 	33.503817359721296
1590 	33.400044474093846
1593 	33.281446890519604
1596 	33.19991105181232
1599 	33.06648877029131
1602 	32.96271588466385
1605 	32.80705655622267
1608 	32.71810836854199
1611 	32.62916018086132
1614 	32.51056259728708
1617 	32.36972796679268
1620 	32.27336743013861
1623 	32.177006893484545
1626 	32.08064635683048
1629 	32.021347565043364
1632 	31.954636424282857
1635 	31.88051293454896
1638 	31.754503002001332
1641 	31.68779186124083
1644 	31.59884367356015
1647 	31.524720183826254
1650 	31.44318434511897
1653 	31.361648506411683
1656 	31.280112667704397
1659 	31.22822622489067
1662 	31.131865688236605
1665 	31.05032984952932
1668 	30.976206359795423
1671 	30.89467052108813
1674 	30.820547031354234
1677 	30.761248239567117
1680 	30.664887702913052
1683 	30.605588911125935
1686 	30.4869913275517
1689 	30.412867837817803
1692 	30.368393743977467
1695 	30.249796160403232
1698 	30.160847972722554
1701 	30.086724482988657
1704 	29.9829515973612
1707 	29.923652805574086
1710 	29.88659106070714
1713 	29.81246757097324
1716 	29.72351938329257
1719 	29.664220591505448
1722 	29.612334148691723
1725 	29.538210658957826
1728 	29.46408716922393
1731 	29.389963679490027
1734 	29.256541397969016
1737 	29.123119116448002
1740 	29.02675857979394
1743 	28.915573345193092
1746 	28.826625157512414
1749 	28.77473871469869
1752 	28.670965829071232
1755 	28.589429990363946
1758 	28.4782447557631
1761 	28.35223482321548
1764 	28.29293603142836
1767 	28.23363723964124
1770 	28.174338447854126
1773 	28.10021495812023
1776 	28.018679119412944
1779 	27.937143280705655
1782 	27.86301979097176
1785 	27.781483952264473
1788 	27.699948113557188
1791 	27.610999925876513
1794 	27.529464087169224
1797 	27.470165295382102
1800 	27.418278852568378
1803 	27.30709361796753
1806 	27.262619524127196
1809 	27.218145430286857
1812 	27.099547846712625
1815 	27.010599659031946
1818 	26.92906382032466
1821 	26.90682677340449
1824 	26.803053887777033
1827 	26.721518049069747
1830 	26.67704395522941
1833 	26.595508116522126
1836 	26.52879697576162
1839 	26.439848788080944
1842 	26.380549996293823
1845 	26.299014157586537
1848 	26.23971536579942
1851 	26.165591876065523
1854 	26.06181899043807
1857 	26.002520198650952
1860 	25.913572010970277
1863 	25.85427321918316
1866 	25.79497442739604
1869 	25.713438588688753
1872 	25.631902749981467
1875 	25.550366911274182
1878 	25.498480468460453
1881 	25.43918167667334
1884 	25.350233488992664
1887 	25.31317174412571
1890 	25.290934697205547
1893 	25.216811207471647
1896 	25.15751241568453
1899 	25.113038321844193
1902 	25.038914832110297
1905 	24.9647913423764
1908 	24.89808020161589
1911 	24.794307315988437
1914 	24.74242087317471
1917 	24.653472685494034
1920 	24.594173893706916
1923 	24.52746275294641
1926 	24.460751612185902
1929 	24.386628122452006
1932 	24.3199169816915
1935 	24.26061818990438
1938 	24.193907049143874
1941 	24.112371210436585
1944 	24.05307241864947
1947 	24.00859832480913
1950 	23.934474835075235
1953 	23.912237788155068
1956 	23.84552664739456
1959 	23.77881550663405
1962 	23.719516714846936
1965 	23.675042621006597
1968 	23.578682084352533
1971 	23.474909198725076
1974 	23.415610406937958
1977 	23.326662219257283
1980 	23.22288933362983
1983 	23.17841523978949
1986 	23.13394114594915
1989 	23.052405307241866
1992 	22.98569416648136
1995 	22.92639537469424
1998 	22.88933362982729
2001 	22.822622489066784
2004 	22.778148395226445
2007 	22.755911348306277
2010 	22.68920020754577
2013 	22.64472611370543
2016 	22.592839670891706
2019 	22.540953228077978
2022 	22.48165443629086
2025 	22.43718034245052
2028 	22.377881550663407
2031 	22.31858275887629
2034 	22.244459269142393
2037 	22.192572826328664
2040 	22.111036987621375
2043 	22.081387591727818
2046 	22.01467645096731
2049 	21.97761470610036
2052 	21.910903565339858
2055 	21.844192424579347
2058 	21.79971833073901
2061 	21.703357794084948
2064 	21.644059002297826
2067 	21.55511081461715
2070 	21.495812022830034
2073 	21.436513231042916
2076 	21.36238974130902
2079 	21.280853902601734
2082 	21.221555110814617
2085 	21.16966866800089
2088 	21.11036987621377
2091 	21.080720480320213
2094 	20.98435994366615
2097 	20.95471054777259
2100 	20.89541175598547
2103 	20.821288266251575
2106 	20.754577125491068
2109 	20.702690682677343
2112 	20.621154843970054
2115 	20.569268401156325
2118 	20.53220665628938
2121 	20.4432584686087
2124 	20.406196723741754
2127 	20.31724853606108
2130 	20.243125046327183
2133 	20.161589207619894
2136 	20.08005336891261
2139 	20.0133422281521
2142 	19.931806389444816
2145 	19.872507597657698
2148 	19.81320880587058
2151 	19.761322363056852
2154 	19.702023571269738
2157 	19.65013712845601
2160 	19.61307538358906
2163 	19.546364242828552
2166 	19.487065451041435
2169 	19.435179008227706
2172 	19.383292565413978
2175 	19.35364316952042
2178 	19.294344377733303
2181 	19.235045585946185
2184 	19.16092209621229
2187 	19.123860351345343
2190 	19.057149210584832
2193 	19.020087465717886
2196 	18.997850418797718
2199 	18.93113927803721
2202 	18.89407753317026
2205 	18.827366392409754
2208 	18.78289229856942
2211 	18.716181157808908
2214 	18.64205766807501
2217 	18.560521829367726
2220 	18.516047735527387
2223 	18.47898599066044
2226 	18.427099547846712
2229 	18.360388407086205
2232 	18.338151360166037
2235 	18.256615521458748
2238 	18.22696612556519
2241 	18.189904380698245
2244 	18.138017937884516
2247 	18.04165740123045
2250 	17.997183307390113
2253 	17.960121562523163
2256 	17.930472166629606
2259 	17.878585723815878
2262 	17.841523978948928
2265 	17.81928693202876
2268 	17.752575791268253
2271 	17.693276999481135
2274 	17.59691646282707
2277 	17.55985471796012
2280 	17.485731228226225
2283 	17.419020087465718
2286 	17.34489659773182
2289 	17.300422503891483
2292 	17.278185456971315
2295 	17.211474316210808
2298 	17.174412571343858
2301 	17.12993847750352
2304 	17.07805203468979
2307 	17.040990289822844
2310 	17.011340893929287
2313 	16.974279149062337
2316 	16.92239270624861
2319 	16.885330961381662
2322 	16.863093914461494
2325 	16.826032169594544
2328 	16.78155807575421
2331 	16.751908679860648
2334 	16.72967163294048
2337 	16.700022237046923
2340 	16.66296049217997
2343 	16.625898747313023
2346 	16.5740123044993
2349 	16.52953821065896
2352 	16.47023941887184
2355 	16.44059002297828
2358 	16.396115929137945
2361 	16.351641835297606
2364 	16.2849306945371
2367 	16.23304425172337
2370 	16.195982506856424
2373 	16.173745459936253
2376 	16.136683715069307
2379 	16.107034319175746
2382 	16.05514787636202
2385 	16.02549848046846
2388 	15.951374990734562
2391 	15.906900896894227
2394 	15.869839152027277
2397 	15.832777407160329
2400 	15.80312801126677
2403 	15.758653917426432
2406 	15.706767474612704
2409 	15.677118078719147
2412 	15.640056333852199
2415 	15.59558224001186
2418 	15.558520495144911
2421 	15.476984656437626
2424 	15.432510562597287
2427 	15.38803646875695
2430 	15.343562374916612
2433 	15.313912979023053
2436 	15.306500630049664
2439 	15.254614187235935
2442 	15.202727744422207
2445 	15.173078348528648
2448 	15.12860425468831
2451 	15.11377955674153
2454 	15.091542509821362
2457 	15.054480764954414
2460 	15.010006671114077
2463 	14.980357275220518
2466 	14.965532577273738
2469 	14.92847083240679
2472 	14.869172040619672
2475 	14.839522644726113
2478 	14.787636201912385
2481 	14.743162108072047
2484 	14.691275665258322
2487 	14.639389222444594
2490 	14.572678081684085
2493 	14.520791638870358
2496 	14.48372989400341
2499 	14.439255800163073
2502 	14.402194055296121
2505 	14.387369357349344
2508 	14.350307612482396
2511 	14.313245867615448
2514 	14.2761841227485
2517 	14.224297679934772
2520 	14.179823586094434
2523 	14.120524794307315
2526 	14.090875398413758
2529 	14.076050700466977
2532 	14.03898895560003
2535 	13.9871025127863
2538 	13.935216069972576
2541 	13.927803720999185
2544 	13.883329627158847
2547 	13.861092580238676
2550 	13.81661848639834
2553 	13.772144392558003
2556 	13.735082647691051
2559 	13.683196204877326
2562 	13.660959157957157
2565 	13.623897413090209
2568 	13.57201097027648
2571 	13.557186272329702
2574 	13.542361574382921
2577 	13.520124527462754
2580 	13.490475131569193
2583 	13.460825735675636
2586 	13.431176339782077
2589 	13.38670224594174
2592 	13.357052850048179
2595 	13.327403454154622
2598 	13.31999110518123
2601 	13.282929360314283
2604 	13.275517011340893
2607 	13.238455266473945
2610 	13.171744125713438
2613 	13.149507078793269
2616 	13.1272700318731
2619 	13.090208287006153
2622 	13.038321844192424
2625 	13.023497146245644
2628 	12.979023052405308
2631 	12.964198354458528
2634 	12.91972426061819
2637 	12.875250166777851
2640 	12.838188421910903
2643 	12.793714328070566
2646 	12.756652583203618
2649 	12.734415536283446
2652 	12.689941442443109
2655 	12.65287969757616
2658 	12.630642650655993
2661 	12.608405603735823
2664 	12.556519160922097
2667 	12.534282114001927
2670 	12.504632718108368
2673 	12.460158624268031
2676 	12.415684530427692
2679 	12.386035134534133
2682 	12.363798087613965
2685 	12.326736342747017
2688 	12.297086946853458
2691 	12.282262248906678
2694 	12.24520050403973
2697 	12.230375806092951
2700 	12.193314061226003
2703 	12.171077014305833
2706 	12.134015269438885
2709 	12.082128826625157
2712 	12.03765473278482
2715 	12.000592987917871
2718 	11.970943592024312
2721 	11.919057149210586
2724 	11.896820102290416
2727 	11.859758357423468
2730 	11.837521310503298
2733 	11.80787191460974
2736 	11.778222518716182
2739 	11.748573122822622
2742 	11.726336075902454
2745 	11.711511377955674
2748 	11.681861982062115
2751 	11.659624935141947
2754 	11.637387888221777
2757 	11.607738492328219
2760 	11.55585204951449
2763 	11.489140908753983
2766 	11.459491512860426
2769 	11.422429767993478
2772 	11.415017419020087
2775 	11.385368023126528
2778 	11.35571862723297
2781 	11.326069231339412
2784 	11.296419835445853
2787 	11.266770439552294
2790 	11.251945741605516
2793 	11.244533392632125
2796 	11.214883996738566
2799 	11.177822251871618
2802 	11.14076050700467
2805 	11.125935809057891
2808 	11.11111111111111
2811 	11.11111111111111
2814 	11.081461715217552
2817 	11.066637017270773
2820 	11.036987621377214
2823 	11.007338225483656
2826 	10.992513527536877
2829 	10.962864131643318
2832 	10.93321473574976
2835 	10.91097768882959
2838 	10.859091246015863
2841 	10.836854199095693
2844 	10.829441850122304
2847 	10.784967756281965
2850 	10.762730709361797
2853 	10.733081313468238
2856 	10.718256615521458
2859 	10.68119487065451
2862 	10.658957823734342
2865 	10.629308427840781
2868 	10.621896078867394
2871 	10.592246682973833
2874 	10.555184938106885
2877 	10.525535542213326
2880 	10.488473797346378
2883 	10.45141205247943
2886 	10.429175005559262
2889 	10.392113260692314
2892 	10.384700911718923
2895 	10.384700911718923
2898 	10.355051515825366
2901 	10.317989770958416
2904 	10.310577421985027
2907 	10.310577421985027
2910 	10.288340375064859
2913 	10.258690979171298
2916 	10.229041583277741
2919 	10.191979838410791
2922 	10.162330442517234
2925 	10.125268697650286
2928 	10.110443999703506
2931 	10.073382254836558
2934 	10.03632050996961
2937 	10.01408346304944
2940 	10.00667111407605
2943 	9.984434067155881
2946 	9.977021718182492
2949 	9.947372322288933
2952 	9.902898228448596
2955 	9.902898228448596
2958 	9.895485879475206
2961 	9.880661181528426
2964 	9.858424134608256
2967 	9.843599436661478
2970 	9.80653769179453
2973 	9.79912534282114
2976 	9.791712993847751
2979 	9.77688829590097
2982 	9.725001853087244
2985 	9.687940108220296
2988 	9.636053665406568
2991 	9.58416722259284
2994 	9.561930175672671
2997 	9.547105477725891
3000 	9.510043732858943
3003 	9.487806685938773
3006 	9.450744941071825
3009 	9.443332592098436
3012 	9.406270847231488
3015 	9.376621451337929
3018 	9.33955970647098
3021 	9.324735008524202
3024 	9.302497961604033
3027 	9.295085612630642
3030 	9.265436216737085
3033 	9.213549773923356
3036 	9.183900378029799
3039 	9.176488029056408
3042 	9.169075680083019
3045 	9.11718923726929
3048 	9.094952190349122
3051 	9.087539841375731
3054 	9.065302794455562
3057 	9.043065747535394
3060 	9.035653398562005
3063 	9.028241049588615
3066 	9.013416351641835
3069 	8.998591653695057
3072 	8.976354606774887
3075 	8.93188051293455
3078 	8.90964346601438
3081 	8.8948187680676
3084 	8.879994070120821
3087 	8.857757023200652
3090 	8.835519976280484
3093 	8.813282929360314
3096 	8.761396486546587
3099 	8.746571788599807
3102 	8.731747090653027
3105 	8.731747090653027
3108 	8.709510043732859
3111 	8.68727299681269
3114 	8.650211251945741
3117 	8.620561856052184
3120 	8.598324809132015
3123 	8.576087762211845
3126 	8.553850715291675
3129 	8.524201319398117
3132 	8.524201319398117
3135 	8.501964272477949
3138 	8.487139574531168
3141 	8.464902527611
3144 	8.45007782966422
3147 	8.427840782744052
3150 	8.390779037877104
3153 	8.375954339930324
3156 	8.353717293010154
3159 	8.346304944036765
3162 	8.316655548143206
3165 	8.28700615224965
3168 	8.279593803276258
3171 	8.257356756356089
3174 	8.22770736046253
3177 	8.212882662515751
3180 	8.198057964568973
3183 	8.183233266622194
3186 	8.183233266622194
3189 	8.153583870728633
3192 	8.123934474835075
3195 	8.123934474835075
3198 	8.094285078941517
3201 	8.064635683047957
3204 	8.049810985101178
3207 	8.0349862871544
3210 	8.0349862871544
3213 	8.02016158920762
3216 	8.01274924023423
3219 	7.9905121933140615
3222 	7.960862797420503
3225 	7.953450448447113
3228 	7.916388703580164
3231 	7.886739307686606
3234 	7.849677562819657
3237 	7.8274405158994895
3240 	7.812615817952709
3243 	7.79779112000593
3246 	7.782966422059151
3249 	7.760729375138982
3252 	7.731079979245423
3255 	7.723667630272033
3258 	7.679193536431696
3261 	7.6569564895115265
3264 	7.649544140538136
3267 	7.642131791564746
3270 	7.634719442591358
3273 	7.6198947446445775
3276 	7.6198947446445775
3279 	7.59765769772441
3282 	7.582832999777629
3285 	7.538358905937291
3288 	7.523534207990512
3291 	7.486472463123564
3294 	7.471647765176785
3297 	7.434586020309836
3300 	7.404936624416278
3303 	7.36046253057594
3306 	7.330813134682381
3309 	7.323400785708992
3312 	7.308576087762211
3315 	7.2863390408420425
3318 	7.271514342895263
3321 	7.264101993921873
3324 	7.256689644948485
3327 	7.234452598028315
3330 	7.219627900081536
3333 	7.197390853161368
3336 	7.175153806241198
3339 	7.152916759321029
3342 	7.12326736342747
3345 	7.093617967533912
3348 	7.078793269587131
3351 	7.041731524720183
3354 	7.041731524720183
3357 	7.034319175746793
3360 	7.019494477800015
3363 	7.004669779853236
3366 	6.997257430879846
3369 	6.967608034986288
3372 	6.937958639092728
3375 	6.930546290119338
3378 	6.89348454525239
3381 	6.878659847305611
3384 	6.878659847305611
3387 	6.8490104514120524
3390 	6.8490104514120524
3393 	6.841598102438663
3396 	6.834185753465273
3399 	6.8193610555184945
3402 	6.811948706545104
3405 	6.797124008598325
3408 	6.774886961678156
3411 	6.745237565784596
3414 	6.730412867837818
3417 	6.700763471944258
3420 	6.678526425024089
3423 	6.626639982210363
3426 	6.611815284263583
3429 	6.5821658883700245
3432 	6.574753539396634
3435 	6.559928841449855
3438 	6.530279445556298
3441 	6.508042398636128
3444 	6.4858053517159595
3447 	6.478393002742569
3450 	6.46356830479579
3453 	6.4561559558224
3456 	6.426506559928842
3459 	6.389444815061893
3462 	6.352383070194945
3465 	6.337558372248166
3468 	6.3153213253279965
3471 	6.3153213253279965
3474 	6.300496627381218
3477 	6.300496627381218
3480 	6.293084278407828
3483 	6.270847231487658
3486 	6.25602253354088
3489 	6.2411978355941
3492 	6.23378548662071
3495 	6.211548439700541
3498 	6.1818990438069825
3501 	6.174486694833592
3504 	6.174486694833592
3507 	6.174486694833592
3510 	6.167074345860203
3513 	6.167074345860203
3516 	6.144837298940034
3519 	6.130012600993254
3522 	6.122600252019865
3525 	6.107775554073086
3528 	6.092950856126307
3531 	6.0781261581795265
3534 	6.055889111259359
3537 	6.033652064339189
3540 	6.01882736639241
3543 	5.989177970498851
3546 	5.9817656215254615
3549 	5.9817656215254615
3552 	5.974353272552071
3555 	5.959528574605293
3558 	5.929879178711734
3561 	5.922466829738344
3564 	5.9150544807649545
3567 	5.907642131791565
3570 	5.892817433844785
3573 	5.870580386924616
3576 	5.8483433400044476
3579 	5.833518642057668
3582 	5.818693944110889
3585 	5.796456897190719
3588 	5.78904454821733
3591 	5.781632199243941
3594 	5.781632199243941
3597 	5.774219850270551
3600 	5.774219850270551
